defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Year,Month,Month_Name,Quarter,Week,Day_of_Week,Severity_Rank,Cost_Range,Is_Critical,Cumulative_Cost_per_Product
614,67,Cosmetic,2024-01-18,Surface,Critical,Manual Testing,893.3,2024,1,January,Q1,3,Thursday,3,$751-1000,1,5365.33
615,53,Cosmetic,2024-03-02,Surface,Moderate,Automated Testing,736.75,2024,3,March,Q1,9,Saturday,2,$501-750,0,2354.63
616,81,Functional,2024-03-09,Internal,Critical,Manual Testing,803.54,2024,3,March,Q1,10,Saturday,3,$751-1000,1,5798.35
617,47,Functional,2024-03-23,Internal,Moderate,Automated Testing,21.17,2024,3,March,Q1,12,Saturday,2,$0-250,0,4701.4
618,92,Functional,2024-02-29,Component,Minor,Manual Testing,678.59,2024,2,February,Q1,9,Thursday,1,$501-750,0,5056.89
619,87,Functional,2024-02-18,Component,Moderate,Automated Testing,220.01,2024,2,February,Q1,7,Sunday,2,$0-250,0,4659.42
620,51,Cosmetic,2024-02-03,Internal,Critical,Manual Testing,251.67,2024,2,February,Q1,5,Saturday,3,$251-500,1,3662.46
621,61,Structural,2024-04-10,Surface,Critical,Manual Testing,808.85,2024,4,April,Q2,15,Wednesday,3,$751-1000,1,4916.46
622,87,Structural,2024-01-06,Internal,Minor,Manual Testing,537.35,2024,1,January,Q1,1,Saturday,1,$501-750,0,5196.77
623,8,Cosmetic,2024-04-06,Component,Moderate,Manual Testing,178.3,2024,4,April,Q2,14,Saturday,2,$0-250,0,4262.67
624,56,Cosmetic,2024-01-09,Internal,Critical,Visual Inspection,638.8,2024,1,January,Q1,2,Tuesday,3,$501-750,1,8055.76
625,98,Functional,2024-06-24,Internal,Critical,Automated Testing,770.66,2024,6,June,Q2,26,Monday,3,$751-1000,1,3776.81
626,7,Structural,2024-04-19,Component,Minor,Visual Inspection,289.27,2024,4,April,Q2,16,Friday,1,$251-500,0,3753.25
627,24,Structural,2024-05-15,Component,Minor,Automated Testing,779.02,2024,5,May,Q2,20,Wednesday,1,$751-1000,0,2501.08
628,23,Structural,2024-01-04,Surface,Moderate,Automated Testing,704.06,2024,1,January,Q1,1,Thursday,2,$501-750,0,1913.96
629,43,Functional,2024-04-16,Internal,Critical,Visual Inspection,546.42,2024,4,April,Q2,16,Tuesday,3,$501-750,1,3528.74
630,95,Functional,2024-06-23,Component,Moderate,Visual Inspection,780.89,2024,6,June,Q2,25,Sunday,2,$751-1000,0,3220.3
631,13,Cosmetic,2024-05-03,Surface,Minor,Manual Testing,303.08,2024,5,May,Q2,18,Friday,1,$251-500,0,3597.93
632,72,Structural,2024-05-04,Internal,Minor,Automated Testing,557.57,2024,5,May,Q2,18,Saturday,1,$501-750,0,4435.4400000000005
633,28,Functional,2024-01-28,Component,Minor,Manual Testing,222.11,2024,1,January,Q1,4,Sunday,1,$0-250,0,4104.42
634,94,Functional,2024-05-23,Internal,Minor,Visual Inspection,575.47,2024,5,May,Q2,21,Thursday,1,$501-750,0,1474.45
635,60,Structural,2024-06-14,Component,Minor,Automated Testing,478.44,2024,6,June,Q2,24,Friday,1,$251-500,0,3963.72
636,17,Functional,2024-02-05,Surface,Moderate,Visual Inspection,32.62,2024,2,February,Q1,6,Monday,2,$0-250,0,5539.06
637,21,Functional,2024-05-29,Component,Critical,Automated Testing,121.29,2024,5,May,Q2,22,Wednesday,3,$0-250,1,2350.21
638,89,Cosmetic,2024-04-07,Component,Moderate,Automated Testing,967.29,2024,4,April,Q2,14,Sunday,2,$751-1000,0,2381.05
639,43,Cosmetic,2024-01-17,Surface,Moderate,Visual Inspection,200.29,2024,1,January,Q1,3,Wednesday,2,$0-250,0,3729.03
640,5,Cosmetic,2024-06-21,Internal,Minor,Automated Testing,185.0,2024,6,June,Q2,25,Friday,1,$0-250,0,4465.67
641,7,Functional,2024-01-30,Internal,Moderate,Manual Testing,959.61,2024,1,January,Q1,5,Tuesday,2,$751-1000,0,4712.86
642,28,Structural,2024-01-26,Component,Critical,Visual Inspection,170.66,2024,1,January,Q1,4,Friday,3,$0-250,1,4275.08
643,27,Cosmetic,2024-06-17,Component,Minor,Visual Inspection,563.94,2024,6,June,Q2,25,Monday,1,$501-750,0,4019.78
644,58,Cosmetic,2024-06-08,Internal,Minor,Automated Testing,52.03,2024,6,June,Q2,23,Saturday,1,$0-250,0,5352.9800000000005
645,33,Functional,2024-06-07,Component,Critical,Automated Testing,474.62,2024,6,June,Q2,23,Friday,3,$251-500,1,3233.63
646,20,Structural,2024-01-14,Surface,Moderate,Visual Inspection,263.76,2024,1,January,Q1,2,Sunday,2,$251-500,0,3318.13
647,11,Cosmetic,2024-05-03,Component,Moderate,Automated Testing,758.91,2024,5,May,Q2,18,Friday,2,$751-1000,0,3175.15
648,31,Cosmetic,2024-01-09,Component,Critical,Visual Inspection,59.04,2024,1,January,Q1,2,Tuesday,3,$0-250,1,3832.84
649,76,Cosmetic,2024-01-11,Internal,Moderate,Visual Inspection,647.01,2024,1,January,Q1,2,Thursday,2,$501-750,0,3195.38
650,32,Cosmetic,2024-05-21,Internal,Moderate,Manual Testing,451.58,2024,5,May,Q2,21,Tuesday,2,$251-500,0,1893.88
651,34,Structural,2024-02-09,Internal,Minor,Manual Testing,221.25,2024,2,February,Q1,6,Friday,1,$0-250,0,1304.6799999999998
652,66,Cosmetic,2024-04-19,Component,Critical,Manual Testing,194.9,2024,4,April,Q2,16,Friday,3,$0-250,1,4320.91
653,62,Functional,2024-02-29,Surface,Minor,Automated Testing,433.75,2024,2,February,Q1,9,Thursday,1,$251-500,0,2230.76
654,86,Cosmetic,2024-06-19,Surface,Critical,Automated Testing,264.85,2024,6,June,Q2,25,Wednesday,3,$251-500,1,6034.969999999999
655,91,Cosmetic,2024-03-16,Surface,Moderate,Automated Testing,230.68,2024,3,March,Q1,11,Saturday,2,$0-250,0,2173.55
656,63,Cosmetic,2024-06-21,Surface,Minor,Visual Inspection,836.11,2024,6,June,Q2,25,Friday,1,$751-1000,0,6546.9
657,73,Structural,2024-03-27,Surface,Critical,Manual Testing,703.94,2024,3,March,Q1,13,Wednesday,3,$501-750,1,2703.03
658,94,Structural,2024-06-09,Surface,Moderate,Visual Inspection,814.84,2024,6,June,Q2,23,Sunday,2,$751-1000,0,2289.29
659,88,Structural,2024-01-19,Component,Minor,Visual Inspection,153.25,2024,1,January,Q1,3,Friday,1,$0-250,0,3840.7400000000002
660,12,Functional,2024-03-28,Internal,Minor,Visual Inspection,324.09,2024,3,March,Q1,13,Thursday,1,$251-500,0,4640.34
661,48,Structural,2024-02-06,Component,Moderate,Visual Inspection,436.9,2024,2,February,Q1,6,Tuesday,2,$251-500,0,3452.84
662,35,Cosmetic,2024-06-17,Surface,Minor,Manual Testing,917.26,2024,6,June,Q2,25,Monday,1,$751-1000,0,4004.76
663,25,Cosmetic,2024-01-13,Component,Critical,Automated Testing,45.26,2024,1,January,Q1,2,Saturday,3,$0-250,1,1136.1100000000001
664,47,Functional,2024-01-26,Surface,Critical,Visual Inspection,416.2,2024,1,January,Q1,4,Friday,3,$251-500,1,5117.6
665,55,Functional,2024-05-16,Component,Minor,Manual Testing,246.83,2024,5,May,Q2,20,Thursday,1,$0-250,0,542.24
666,45,Structural,2024-01-03,Component,Critical,Visual Inspection,824.28,2024,1,January,Q1,1,Wednesday,3,$751-1000,1,6704.46
667,12,Cosmetic,2024-06-02,Surface,Minor,Visual Inspection,680.74,2024,6,June,Q2,22,Sunday,1,$501-750,0,5321.08
668,33,Structural,2024-02-26,Surface,Critical,Automated Testing,376.62,2024,2,February,Q1,9,Monday,3,$251-500,1,3610.25
669,3,Functional,2024-01-10,Surface,Moderate,Manual Testing,400.79,2024,1,January,Q1,2,Wednesday,2,$251-500,0,1884.25
670,15,Structural,2024-02-19,Component,Critical,Visual Inspection,496.72,2024,2,February,Q1,8,Monday,3,$251-500,1,3207.26
671,45,Structural,2024-04-21,Component,Moderate,Manual Testing,369.13,2024,4,April,Q2,16,Sunday,2,$251-500,0,7073.59
672,16,Functional,2024-05-19,Internal,Moderate,Automated Testing,916.45,2024,5,May,Q2,20,Sunday,2,$751-1000,0,2626.02
673,63,Functional,2024-05-01,Internal,Minor,Visual Inspection,152.08,2024,5,May,Q2,18,Wednesday,1,$0-250,0,6698.98
674,63,Structural,2024-01-06,Surface,Moderate,Visual Inspection,373.52,2024,1,January,Q1,1,Saturday,2,$251-500,0,7072.5
675,96,Cosmetic,2024-05-12,Surface,Critical,Visual Inspection,345.64,2024,5,May,Q2,19,Sunday,3,$251-500,1,3313.01
676,4,Cosmetic,2024-04-06,Internal,Critical,Visual Inspection,33.95,2024,4,April,Q2,14,Saturday,3,$0-250,1,3112.2799999999997
677,2,Structural,2024-01-04,Component,Critical,Visual Inspection,478.44,2024,1,January,Q1,1,Thursday,3,$251-500,1,2263.91
678,19,Functional,2024-03-20,Component,Critical,Manual Testing,884.03,2024,3,March,Q1,12,Wednesday,3,$751-1000,1,1982.3600000000001
679,61,Structural,2024-01-23,Internal,Critical,Visual Inspection,113.64,2024,1,January,Q1,4,Tuesday,3,$0-250,1,5030.1
680,5,Structural,2024-01-19,Component,Moderate,Visual Inspection,479.38,2024,1,January,Q1,3,Friday,2,$251-500,0,4945.05
681,8,Structural,2024-01-16,Internal,Critical,Visual Inspection,395.56,2024,1,January,Q1,3,Tuesday,3,$251-500,1,4658.23
682,6,Structural,2024-01-13,Component,Moderate,Manual Testing,290.66,2024,1,January,Q1,2,Saturday,2,$251-500,0,6953.73
683,18,Cosmetic,2024-02-25,Component,Minor,Visual Inspection,309.32,2024,2,February,Q1,8,Sunday,1,$251-500,0,831.06
684,33,Structural,2024-03-16,Component,Moderate,Manual Testing,28.05,2024,3,March,Q1,11,Saturday,2,$0-250,0,3638.3
685,40,Structural,2024-06-24,Surface,Critical,Visual Inspection,37.69,2024,6,June,Q2,26,Monday,3,$0-250,1,983.59
686,35,Cosmetic,2024-01-23,Internal,Critical,Automated Testing,293.44,2024,1,January,Q1,4,Tuesday,3,$251-500,1,4298.2
687,99,Functional,2024-03-16,Component,Minor,Visual Inspection,249.02,2024,3,March,Q1,11,Saturday,1,$0-250,0,3252.56
688,65,Structural,2024-02-18,Surface,Minor,Manual Testing,327.88,2024,2,February,Q1,7,Sunday,1,$251-500,0,2988.08
689,56,Cosmetic,2024-03-09,Surface,Critical,Manual Testing,749.31,2024,3,March,Q1,10,Saturday,3,$501-750,1,8805.07
690,96,Cosmetic,2024-05-26,Component,Minor,Automated Testing,19.23,2024,5,May,Q2,21,Sunday,1,$0-250,0,3332.24
691,4,Functional,2024-05-31,Internal,Critical,Manual Testing,470.43,2024,5,May,Q2,22,Friday,3,$251-500,1,3582.71
692,67,Cosmetic,2024-02-18,Component,Critical,Automated Testing,135.49,2024,2,February,Q1,7,Sunday,3,$0-250,1,5500.82
693,95,Structural,2024-06-26,Component,Minor,Manual Testing,531.4,2024,6,June,Q2,26,Wednesday,1,$501-750,0,3751.7
694,18,Cosmetic,2024-02-16,Surface,Critical,Manual Testing,205.83,2024,2,February,Q1,7,Friday,3,$0-250,1,1036.89
695,97,Cosmetic,2024-04-20,Component,Moderate,Visual Inspection,547.02,2024,4,April,Q2,16,Saturday,2,$501-750,0,5488.04
696,84,Functional,2024-01-06,Component,Moderate,Visual Inspection,459.29,2024,1,January,Q1,1,Saturday,2,$251-500,0,2667.08
697,51,Cosmetic,2024-04-02,Surface,Critical,Manual Testing,762.32,2024,4,April,Q2,14,Tuesday,3,$751-1000,1,4424.78
698,34,Cosmetic,2024-03-29,Component,Moderate,Visual Inspection,684.85,2024,3,March,Q1,13,Friday,2,$501-750,0,1989.53
699,1,Cosmetic,2024-04-04,Component,Critical,Automated Testing,940.9,2024,4,April,Q2,14,Thursday,3,$751-1000,1,4275.1
700,41,Cosmetic,2024-02-13,Surface,Minor,Manual Testing,894.66,2024,2,February,Q1,7,Tuesday,1,$751-1000,0,3215.42
701,67,Functional,2024-03-30,Component,Minor,Manual Testing,10.44,2024,3,March,Q1,13,Saturday,1,$0-250,0,5511.26
702,43,Cosmetic,2024-04-20,Component,Minor,Visual Inspection,878.23,2024,4,April,Q2,16,Saturday,1,$751-1000,0,4607.26
703,34,Structural,2024-01-31,Internal,Minor,Automated Testing,164.64,2024,1,January,Q1,5,Wednesday,1,$0-250,0,2154.17
704,7,Structural,2024-02-02,Internal,Critical,Visual Inspection,132.46,2024,2,February,Q1,5,Friday,3,$0-250,1,4845.32
705,54,Functional,2024-02-03,Internal,Moderate,Automated Testing,789.51,2024,2,February,Q1,5,Saturday,2,$751-1000,0,2804.55
706,37,Functional,2024-05-24,Component,Moderate,Visual Inspection,969.4,2024,5,May,Q2,21,Friday,2,$751-1000,0,3130.49
707,86,Functional,2024-03-14,Surface,Critical,Automated Testing,667.18,2024,3,March,Q1,11,Thursday,3,$501-750,1,6702.15
708,22,Functional,2024-04-09,Component,Minor,Manual Testing,781.35,2024,4,April,Q2,15,Tuesday,1,$751-1000,0,2375.2799999999997
709,79,Functional,2024-03-10,Component,Minor,Automated Testing,711.6,2024,3,March,Q1,10,Sunday,1,$501-750,0,5234.84
710,4,Cosmetic,2024-06-26,Surface,Moderate,Visual Inspection,91.9,2024,6,June,Q2,26,Wednesday,2,$0-250,0,3674.61
711,36,Cosmetic,2024-05-28,Internal,Minor,Manual Testing,767.74,2024,5,May,Q2,22,Tuesday,1,$751-1000,0,3880.21
712,74,Structural,2024-03-30,Surface,Minor,Visual Inspection,535.88,2024,3,March,Q1,13,Saturday,1,$501-750,0,8103.47
713,36,Structural,2024-02-29,Internal,Critical,Automated Testing,390.43,2024,2,February,Q1,9,Thursday,3,$251-500,1,4270.639999999999
714,66,Cosmetic,2024-06-04,Component,Minor,Visual Inspection,932.34,2024,6,June,Q2,23,Tuesday,1,$751-1000,0,5253.25
715,27,Functional,2024-04-21,Surface,Moderate,Manual Testing,763.5,2024,4,April,Q2,16,Sunday,2,$751-1000,0,4783.280000000001
716,86,Structural,2024-04-05,Surface,Minor,Visual Inspection,438.58,2024,4,April,Q2,14,Friday,1,$251-500,0,7140.73
717,84,Cosmetic,2024-01-01,Internal,Minor,Manual Testing,147.94,2024,1,January,Q1,1,Monday,1,$0-250,0,2815.02
718,33,Cosmetic,2024-03-11,Internal,Minor,Automated Testing,967.35,2024,3,March,Q1,11,Monday,1,$751-1000,0,4605.65
719,18,Cosmetic,2024-04-04,Internal,Minor,Manual Testing,909.42,2024,4,April,Q2,14,Thursday,1,$751-1000,0,1946.31
720,77,Functional,2024-02-02,Internal,Moderate,Manual Testing,617.24,2024,2,February,Q1,5,Friday,2,$501-750,0,4591.1
721,44,Cosmetic,2024-04-26,Component,Moderate,Manual Testing,552.0,2024,4,April,Q2,17,Friday,2,$501-750,0,2766.23
722,76,Structural,2024-03-10,Internal,Minor,Manual Testing,746.64,2024,3,March,Q1,10,Sunday,1,$501-750,0,3942.02
723,25,Structural,2024-01-27,Internal,Critical,Visual Inspection,133.43,2024,1,January,Q1,4,Saturday,3,$0-250,1,1269.54
724,58,Structural,2024-02-21,Surface,Moderate,Manual Testing,437.82,2024,2,February,Q1,8,Wednesday,2,$251-500,0,5790.8
725,15,Cosmetic,2024-03-27,Surface,Minor,Visual Inspection,713.29,2024,3,March,Q1,13,Wednesday,1,$501-750,0,3920.55
726,24,Cosmetic,2024-02-25,Surface,Critical,Automated Testing,321.04,2024,2,February,Q1,8,Sunday,3,$251-500,1,2822.12
727,92,Functional,2024-01-12,Surface,Minor,Automated Testing,988.41,2024,1,January,Q1,2,Friday,1,$751-1000,0,6045.3
728,5,Structural,2024-01-10,Component,Critical,Manual Testing,164.56,2024,1,January,Q1,2,Wednesday,3,$0-250,1,5109.61
729,74,Structural,2024-02-28,Component,Moderate,Manual Testing,357.07,2024,2,February,Q1,9,Wednesday,2,$251-500,0,8460.54
730,31,Structural,2024-03-19,Surface,Minor,Automated Testing,189.23,2024,3,March,Q1,12,Tuesday,1,$0-250,0,4022.07
731,37,Cosmetic,2024-05-30,Component,Moderate,Manual Testing,840.24,2024,5,May,Q2,22,Thursday,2,$751-1000,0,3970.73
732,44,Structural,2024-02-21,Internal,Minor,Automated Testing,630.5,2024,2,February,Q1,8,Wednesday,1,$501-750,0,3396.73
733,28,Functional,2024-02-06,Surface,Moderate,Manual Testing,584.54,2024,2,February,Q1,6,Tuesday,2,$501-750,0,4859.62
734,85,Functional,2024-02-16,Surface,Moderate,Automated Testing,995.47,2024,2,February,Q1,7,Friday,2,$751-1000,0,1047.57
735,60,Structural,2024-02-12,Surface,Critical,Manual Testing,894.31,2024,2,February,Q1,7,Monday,3,$751-1000,1,4858.03
736,63,Functional,2024-01-21,Component,Minor,Automated Testing,420.57,2024,1,January,Q1,3,Sunday,1,$251-500,0,7493.07
737,46,Structural,2024-04-14,Component,Moderate,Visual Inspection,71.86,2024,4,April,Q2,15,Sunday,2,$0-250,0,4241.79
738,81,Structural,2024-05-04,Internal,Minor,Manual Testing,895.96,2024,5,May,Q2,18,Saturday,1,$751-1000,0,6694.31
739,98,Cosmetic,2024-02-04,Component,Moderate,Manual Testing,491.28,2024,2,February,Q1,5,Sunday,2,$251-500,0,4268.09
740,79,Functional,2024-04-23,Internal,Moderate,Manual Testing,63.99,2024,4,April,Q2,17,Tuesday,2,$0-250,0,5298.83
741,91,Cosmetic,2024-04-06,Internal,Minor,Visual Inspection,409.99,2024,4,April,Q2,14,Saturday,1,$251-500,0,2583.54
742,51,Cosmetic,2024-01-06,Internal,Critical,Automated Testing,391.78,2024,1,January,Q1,1,Saturday,3,$251-500,1,4816.5599999999995
743,27,Cosmetic,2024-01-24,Internal,Minor,Manual Testing,921.78,2024,1,January,Q1,4,Wednesday,1,$751-1000,0,5705.06
744,30,Cosmetic,2024-06-10,Component,Minor,Manual Testing,789.34,2024,6,June,Q2,24,Monday,1,$751-1000,0,5158.87
745,97,Cosmetic,2024-05-08,Internal,Moderate,Visual Inspection,862.7,2024,5,May,Q2,19,Wednesday,2,$751-1000,0,6350.74
746,93,Structural,2024-02-09,Component,Minor,Manual Testing,395.02,2024,2,February,Q1,6,Friday,1,$251-500,0,2459.1099999999997
747,52,Cosmetic,2024-03-03,Surface,Minor,Visual Inspection,507.39,2024,3,March,Q1,9,Sunday,1,$501-750,0,844.89
748,41,Cosmetic,2024-02-14,Internal,Moderate,Manual Testing,990.02,2024,2,February,Q1,7,Wednesday,2,$751-1000,0,4205.44
749,64,Functional,2024-06-17,Component,Minor,Visual Inspection,466.97,2024,6,June,Q2,25,Monday,1,$251-500,0,4035.2200000000003
750,9,Functional,2024-03-23,Surface,Moderate,Manual Testing,49.52,2024,3,March,Q1,12,Saturday,2,$0-250,0,3176.73
751,42,Functional,2024-01-14,Component,Minor,Manual Testing,543.93,2024,1,January,Q1,2,Sunday,1,$501-750,0,2556.51
752,81,Functional,2024-05-12,Surface,Moderate,Automated Testing,688.91,2024,5,May,Q2,19,Sunday,2,$501-750,0,7383.22
753,83,Cosmetic,2024-01-08,Surface,Critical,Visual Inspection,140.96,2024,1,January,Q1,2,Monday,3,$0-250,1,2272.1
754,17,Structural,2024-01-13,Component,Minor,Manual Testing,624.69,2024,1,January,Q1,2,Saturday,1,$501-750,0,6163.75
755,90,Cosmetic,2024-01-01,Component,Critical,Manual Testing,317.5,2024,1,January,Q1,1,Monday,3,$251-500,1,1880.63
756,77,Functional,2024-06-12,Component,Minor,Manual Testing,363.84,2024,6,June,Q2,24,Wednesday,1,$251-500,0,4954.94
757,40,Functional,2024-03-17,Surface,Moderate,Manual Testing,472.15,2024,3,March,Q1,11,Sunday,2,$251-500,0,1455.74
758,12,Cosmetic,2024-01-22,Internal,Moderate,Automated Testing,765.19,2024,1,January,Q1,4,Monday,2,$751-1000,0,6086.27
759,40,Cosmetic,2024-03-23,Surface,Moderate,Manual Testing,551.79,2024,3,March,Q1,12,Saturday,2,$501-750,0,2007.53
760,31,Structural,2024-06-22,Surface,Critical,Manual Testing,950.2,2024,6,June,Q2,25,Saturday,3,$751-1000,1,4972.27
761,67,Functional,2024-01-05,Component,Critical,Automated Testing,749.01,2024,1,January,Q1,1,Friday,3,$501-750,1,6260.27
762,27,Cosmetic,2024-02-15,Internal,Critical,Manual Testing,917.24,2024,2,February,Q1,7,Thursday,3,$751-1000,1,6622.3
763,44,Cosmetic,2024-04-24,Component,Minor,Automated Testing,527.76,2024,4,April,Q2,17,Wednesday,1,$501-750,0,3924.49
764,40,Structural,2024-04-26,Internal,Minor,Visual Inspection,615.24,2024,4,April,Q2,17,Friday,1,$501-750,0,2622.77
765,70,Structural,2024-04-26,Component,Minor,Visual Inspection,610.26,2024,4,April,Q2,17,Friday,1,$501-750,0,3022.17
766,49,Cosmetic,2024-04-06,Component,Moderate,Visual Inspection,305.36,2024,4,April,Q2,14,Saturday,2,$251-500,0,5667.9
767,81,Structural,2024-03-23,Component,Minor,Automated Testing,753.7,2024,3,March,Q1,12,Saturday,1,$751-1000,0,8136.92
768,48,Cosmetic,2024-01-09,Internal,Moderate,Visual Inspection,67.49,2024,1,January,Q1,2,Tuesday,2,$0-250,0,3520.33
769,83,Structural,2024-06-26,Component,Minor,Visual Inspection,655.26,2024,6,June,Q2,26,Wednesday,1,$501-750,0,2927.36
770,56,Structural,2024-04-24,Surface,Moderate,Visual Inspection,119.28,2024,4,April,Q2,17,Wednesday,2,$0-250,0,8924.35
771,97,Structural,2024-01-13,Internal,Critical,Manual Testing,617.35,2024,1,January,Q1,2,Saturday,3,$501-750,1,6968.09
772,1,Cosmetic,2024-06-11,Surface,Critical,Manual Testing,514.52,2024,6,June,Q2,24,Tuesday,3,$501-750,1,4789.62
773,57,Functional,2024-03-30,Component,Minor,Automated Testing,552.3,2024,3,March,Q1,13,Saturday,1,$501-750,0,2520.94
774,35,Structural,2024-03-17,Surface,Critical,Manual Testing,957.27,2024,3,March,Q1,11,Sunday,3,$751-1000,1,5255.47
775,22,Cosmetic,2024-05-16,Surface,Minor,Visual Inspection,379.78,2024,5,May,Q2,20,Thursday,1,$251-500,0,2755.06
776,37,Structural,2024-05-02,Surface,Minor,Automated Testing,20.93,2024,5,May,Q2,18,Thursday,1,$0-250,0,3991.66
777,59,Functional,2024-05-31,Component,Moderate,Visual Inspection,698.16,2024,5,May,Q2,22,Friday,2,$501-750,0,1496.54
778,31,Functional,2024-01-16,Component,Critical,Manual Testing,270.7,2024,1,January,Q1,3,Tuesday,3,$251-500,1,5242.97
779,71,Structural,2024-03-24,Internal,Critical,Manual Testing,733.76,2024,3,March,Q1,12,Sunday,3,$501-750,1,2952.7799999999997
780,81,Functional,2024-02-05,Surface,Minor,Manual Testing,918.81,2024,2,February,Q1,6,Monday,1,$751-1000,0,9055.73
781,10,Cosmetic,2024-05-30,Component,Minor,Manual Testing,830.39,2024,5,May,Q2,22,Thursday,1,$751-1000,0,7487.59
782,92,Functional,2024-04-04,Internal,Moderate,Visual Inspection,429.08,2024,4,April,Q2,14,Thursday,2,$251-500,0,6474.38
783,73,Cosmetic,2024-04-09,Internal,Moderate,Automated Testing,800.91,2024,4,April,Q2,15,Tuesday,2,$751-1000,0,3503.94
784,2,Functional,2024-03-30,Surface,Moderate,Automated Testing,36.5,2024,3,March,Q1,13,Saturday,2,$0-250,0,2300.41
785,63,Cosmetic,2024-04-07,Surface,Moderate,Visual Inspection,861.84,2024,4,April,Q2,14,Sunday,2,$751-1000,0,8354.91
786,54,Cosmetic,2024-06-24,Surface,Minor,Automated Testing,947.21,2024,6,June,Q2,26,Monday,1,$751-1000,0,3751.76
787,36,Functional,2024-01-23,Surface,Minor,Manual Testing,37.44,2024,1,January,Q1,4,Tuesday,1,$0-250,0,4308.08
788,41,Structural,2024-01-25,Component,Critical,Automated Testing,571.65,2024,1,January,Q1,4,Thursday,3,$501-750,1,4777.09
789,54,Structural,2024-01-21,Surface,Minor,Automated Testing,331.32,2024,1,January,Q1,3,Sunday,1,$251-500,0,4083.08
790,3,Structural,2024-03-10,Internal,Critical,Manual Testing,212.4,2024,3,March,Q1,10,Sunday,3,$0-250,1,2096.65
791,94,Functional,2024-04-15,Surface,Minor,Automated Testing,451.46,2024,4,April,Q2,16,Monday,1,$251-500,0,2740.75
792,99,Functional,2024-03-05,Internal,Minor,Manual Testing,948.05,2024,3,March,Q1,10,Tuesday,1,$751-1000,0,4200.61
793,79,Functional,2024-05-07,Component,Moderate,Visual Inspection,111.39,2024,5,May,Q2,19,Tuesday,2,$0-250,0,5410.22
794,81,Structural,2024-03-21,Internal,Critical,Automated Testing,281.41,2024,3,March,Q1,12,Thursday,3,$251-500,1,9337.14
795,83,Structural,2024-03-08,Internal,Minor,Automated Testing,866.14,2024,3,March,Q1,10,Friday,1,$751-1000,0,3793.5
796,83,Structural,2024-05-08,Component,Minor,Visual Inspection,545.23,2024,5,May,Q2,19,Wednesday,1,$501-750,0,4338.73
797,62,Cosmetic,2024-06-09,Surface,Moderate,Visual Inspection,545.72,2024,6,June,Q2,23,Sunday,2,$501-750,0,2776.48
798,77,Functional,2024-05-10,Component,Critical,Visual Inspection,395.56,2024,5,May,Q2,19,Friday,3,$251-500,1,5350.5
799,87,Structural,2024-06-08,Component,Moderate,Manual Testing,914.5,2024,6,June,Q2,23,Saturday,2,$751-1000,0,6111.27
800,38,Cosmetic,2024-05-30,Internal,Minor,Automated Testing,339.94,2024,5,May,Q2,22,Thursday,1,$251-500,0,3216.6000000000004
801,77,Cosmetic,2024-03-18,Surface,Moderate,Visual Inspection,206.92,2024,3,March,Q1,12,Monday,2,$0-250,0,5557.42
802,98,Functional,2024-03-17,Component,Moderate,Visual Inspection,336.29,2024,3,March,Q1,11,Sunday,2,$251-500,0,4604.38
803,93,Structural,2024-01-08,Internal,Critical,Visual Inspection,911.03,2024,1,January,Q1,2,Monday,3,$751-1000,1,3370.14
804,13,Structural,2024-01-06,Surface,Minor,Visual Inspection,720.18,2024,1,January,Q1,1,Saturday,1,$501-750,0,4318.11
805,23,Functional,2024-04-17,Surface,Moderate,Manual Testing,602.51,2024,4,April,Q2,16,Wednesday,2,$501-750,0,2516.47
806,22,Functional,2024-04-08,Internal,Critical,Manual Testing,996.6,2024,4,April,Q2,15,Monday,3,$751-1000,1,3751.66
807,99,Cosmetic,2024-01-28,Surface,Minor,Automated Testing,373.64,2024,1,January,Q1,4,Sunday,1,$251-500,0,4574.25
808,99,Cosmetic,2024-03-30,Component,Minor,Visual Inspection,792.57,2024,3,March,Q1,13,Saturday,1,$751-1000,0,5366.82
809,8,Structural,2024-03-19,Surface,Minor,Visual Inspection,956.44,2024,3,March,Q1,12,Tuesday,1,$751-1000,0,5614.67
810,77,Functional,2024-06-30,Component,Critical,Manual Testing,916.1,2024,6,June,Q2,26,Sunday,3,$751-1000,1,6473.52
811,7,Functional,2024-05-15,Surface,Moderate,Visual Inspection,93.31,2024,5,May,Q2,20,Wednesday,2,$0-250,0,4938.63
812,76,Structural,2024-03-18,Internal,Critical,Automated Testing,576.28,2024,3,March,Q1,12,Monday,3,$501-750,1,4518.3
813,93,Functional,2024-05-06,Surface,Minor,Visual Inspection,89.52,2024,5,May,Q2,19,Monday,1,$0-250,0,3459.66
814,79,Structural,2024-01-06,Component,Minor,Manual Testing,381.12,2024,1,January,Q1,1,Saturday,1,$251-500,0,5791.34
815,65,Structural,2024-06-21,Surface,Moderate,Visual Inspection,686.02,2024,6,June,Q2,25,Friday,2,$501-750,0,3674.1
816,43,Functional,2024-03-17,Surface,Minor,Manual Testing,585.81,2024,3,March,Q1,11,Sunday,1,$501-750,0,5193.07
817,96,Structural,2024-03-31,Internal,Critical,Automated Testing,28.26,2024,3,March,Q1,13,Sunday,3,$0-250,1,3360.5
